key,OE School System Code,System Name,System Street Address,System City,System County,System State,System Zip Code,Chief Administrative Officer,Number of School Campus Forms,System Pupils: American Indian,System Pupils: Black,System Pupils: Asian American,System Pupils: Spanish Surname,System Pupils: Other,System Pupils: Total,Nonresident Pupils,Resident Pupils,Resident Pupils in another System,Resident Pupils in nonpublic schools,Resident School Age not in School,System Teachers: American Indian,System Teachers: Black,System Teachers: Asian,System Teachers: Spanish Surname,System Teachers: Other,System Teachers: Total,Professional Staff: American Indian,Professional Staff: Black,Professional Staff: Asian,Professional Staff: Spanish Surname,Professional Staff: Other,Professional Staff: Total,Professionals in more than one school: American Indian,Professionals in more than one school: Black,Professionals in more than one school: Asian,Professionals in more than one school: Spanish Surname,Professionals in more than one school: Other,Professionals in more than one school: Total,Year,State Code,SRG Code,Assurance,Litigation Code,Sampling Weight ,Pupils in Another System: American Indian,Pupils in Another System: Black,Pupils in Another System: Asian American,Pupils in Another System: Spanish Surname,Pupils in Another System: Other,Pupils in Non-Public Schools: American Indian,Pupils in Non-Public Schools: Black,Pupils in Non-Public Schools: Asian American,Pupils in Non-Public Schools: Spanish Surname,Pupils in Non-Public Schools: Other,School Age not in School: American Indian,School Age not in School: Black,School Age not in School: Asian American,School Age not in School: Spanish Surname,School Age not in School: Other,Non-Resident Pupils: American Indian,Non-Resident Pupils: Black,Non-Resident Pupils: Asian American,Non-Resident Pupils: Spanish Surname,Non-Resident Pupils: Other,Resident Pupils: American Indian,Resident Pupils: Black,Resident Pupils: Asian American,Resident Pupils: Spanish Surname,Resident Pupils: Other,1970 OE code
5414,4504942,,ROUTE 1,Ashland,Ashland,Ohio,44805.0,HAROLD E DAUP,0,0,33,0,0,1572,0,0,0,0,18,12,0,0,0,0,61,0,0,0,0,0,67,0,0,0,0,0,6,0,0,0,300647711278,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507260
5415,4504918,TWOOD,4565 W PROSPECT ST,Mantua,Portage,Ohio,4425.0,DONA     POLING,7,2,4,1,2,3470,0,0,0,2,260,48,0,0,1,0,125,0,0,0,1,0,136,0,0,0,0,0,7,0,0,0,287762809363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507290
5416,4504535,CROOKSVILLE,100 SOUTH BUCKEYE ST,Crooksville,Perry,Ohio,43731.0,CLYDE C HARDESTY,5,0,1,0,0,1345,0,0,0,0,6,2,0,0,0,0,49,0,0,0,0,0,53,0,0,0,0,0,1,0,0,0,274877907456,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507320
5417,4504383,CUYAHOGA FALLS,431 STOW STREET,Cuyahoga Falls,Summit,Ohio,4422.0,HAROLD E WILSON,14,8,0,24,16,11761,0,0,0,23,2557,183,0,0,0,1,486,0,0,0,0,1,528,0,0,0,0,0,34,0,0,0,330712482421,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507380
5418,4504655,HEIGHTS,4820 EAST 71ST STREET,Cleveland,Cuyahoga,Ohio,44125.0,ALLAN R HOLLAND,2,0,0,4,2,1043,0,0,0,0,20,7,0,0,0,0,70,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,77309411481,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507410
5419,4504893,DANBURY,1800 ROUTE 163,Lakeside,Ottawa,Ohio,43440.0,GAILORD C BRAITHWAIT,1,0,0,0,16,930,0,0,0,0,0,5,0,0,0,0,36,0,0,0,0,0,38,0,0,0,0,0,1,0,0,0,266287972851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507500
5420,4504384,DAYTON,348 WEST FIRST STREET,Dayton,Montgomery,Ohio,45402.0,,69,33,23013,78,70,33415,0,0,0,13,8300,2520,0,736,6,5,1609,0,0,838,6,5,1783,0,0,39,0,0,107,0,0,0,244813136333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507590
5421,4504385,DEER PARK,,Deer Park,Hamilton,Ohio,45236.0,LOUIS MANNING,4,0,74,2,0,2759,0,0,0,0,2500,5,0,0,0,0,115,0,0,0,0,0,125,0,0,0,0,0,4,0,0,0,133143986430,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507620
5422,4505043,FIELD-UNION,5620 COLUMBIA RD,Kings Mills,Warren,Ohio,45034.0,ROBERT HOLLIDAY,0,0,0,1,0,2754,0,0,0,0,65,0,0,0,0,0,109,0,0,0,0,0,112,0,0,0,0,0,1,0,0,0,356482286261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507650
5423,4504386,DEFIANCE,629 ARABELLA STREET,Defiance,Defiance,Ohio,43512.0,C W HENKLE,7,2,4,0,485,3483,0,0,0,9,4,3,0,0,0,0,143,0,0,0,0,0,158,0,0,0,0,0,12,0,0,0,85899346089,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507680
5424,4504387,DELAWARE,248 NORTH WASHINGTON STREET,Delaware,Delaware,Ohio,43015.0,ROBERT F SCHULTZ,0,1,236,7,1,3403,0,0,0,5,190,50,0,4,0,0,144,0,0,4,0,0,162,0,0,0,0,0,18,0,0,0,90194313391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507710
5425,4504389,DOVER,219 W SIXTH STREET,Dover,Tuscarawas,Ohio,44622.0,BILL E KINNEER,5,2,121,1,2,3544,0,0,0,16,0,0,0,0,0,0,138,0,0,0,0,0,151,0,0,0,0,0,20,0,0,0,339302417053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507800
5426,4504390,EAST CLEVELAND,15305 TERRACE ROAD,East Cleveland,Cuyahoga,Ohio,4411.0,LEONARD A VISCI,8,0,7002,10,14,899,0,0,0,0,1000,200,0,74,2,0,290,0,0,87,2,0,308,0,0,3,0,0,21,0,0,0,77309411462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507830
5427,4504640,CLINTON,,LEES CREEK,Clinton,Ohio,45138.0,JOSEPH M STEELE,3,0,28,1,0,1749,0,0,0,2,1,0,0,0,0,0,77,0,0,0,0,0,81,0,0,0,0,0,3,0,0,0,60129542246,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507860
5428,4505000,FRANKLIN,437 W NIMISILA RD,Akron,Summit,Ohio,44319.0,,4,0,0,2,7,2867,0,0,0,0,300,0,0,0,0,0,110,0,0,0,0,0,118,0,0,0,0,0,7,0,0,0,330712482428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507890
5429,4504768,HOLMES,,Berlin,Holmes,Ohio,44610.0,THOMAS COX,13,0,0,0,0,1783,0,0,0,0,783,180,0,0,0,0,73,0,0,0,0,0,78,0,0,0,0,0,6,0,0,0,163208757562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507920
5430,4504391,LIVERPOOL,202 MAPLEWOOD AVENUE,East Liverpool,Columbiana,Ohio,4392.0,DOMINIC F AMEDEO,8,4,228,0,1,5529,0,0,0,0,0,0,0,5,0,0,215,0,0,5,0,0,231,0,0,0,0,0,11,0,0,0,64424509543,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507980
5431,4504392,PALESTINE,360 W GRANT ST,Palestine,Darke,Ohio,44413.0,JOSEPH J AGUIAR,7,0,6,1,5,2182,0,0,0,2,0,0,0,0,0,0,87,0,0,0,0,0,94,0,0,0,0,0,3,0,0,0,104,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508040
5432,4505067,WOOD,4800 SUGAR RIDGE ROAD,Pemberville,Wood,Ohio,43450.0,JOHN J POTH,0,0,0,0,123,2018,0,0,0,0,8,0,0,0,0,0,81,0,0,0,0,0,86,0,0,0,0,0,13,0,0,0,373662155479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508160
5433,4504609,EDGE,5005 OXFORD STATE ROAD,Trenton,Butler,Ohio,45067.0,MAURICE W ITTEL,6,0,3,0,0,3035,0,0,0,4,72,12,0,1,0,0,110,0,0,1,0,0,119,0,0,0,0,0,4,0,0,0,38654705728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508230
5434,4504779,EDISON,,Irondale,Jefferson,Ohio,43932.0,R DEAN HORTON,11,9,31,16,1,4676,0,0,0,0,0,5,0,0,0,0,202,0,0,0,0,0,221,0,0,0,0,0,20,0,0,0,176093659469,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508240
5435,4504841,ELGIN,448 HIGH STREET,Green Camp,Marion,Ohio,4332.0,LOWELL E HEDGES,5,2,3,2,2,2018,0,0,0,0,36,0,0,0,0,0,86,0,0,0,0,0,91,0,0,0,0,0,5,0,0,0,219043332521,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508280
5436,4505068,ELMWOOD,,Bloomdale,Wood,Ohio,44817.0,CARL A OMAN,0,0,0,0,47,1773,0,0,0,0,5,0,0,0,0,0,70,0,0,0,0,0,76,0,0,0,0,0,10,0,0,0,373662155480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508400
5437,4504394,ELYRIA,348 FIFTH ST,Elyria,Lorain,Ohio,44035.0,GEORGE B SMITTLE,20,11,1821,12,34,10615,0,0,0,35,2283,50,0,24,0,0,523,0,0,24,0,0,560,0,0,2,0,0,37,0,0,0,201863463289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508460
5438,4504395,EUCLID,651 EAST 222 STREET,Euclid,Cuyahoga,Ohio,44123.0,SPARTOCO DIBIASIO,15,1,19,44,11,11050,0,0,0,50,6977,38,0,0,1,2,495,0,0,0,1,2,0,0,0,0,1,0,35,0,0,0,77309411463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508490
5439,4504705,EVERGREEN,ROUTE #1,Metamora,Fulton,Ohio,43540.0,DAVID E SPRINGER,5,0,5,4,49,1705,0,0,0,2,315,4,0,0,0,1,65,0,0,0,0,1,68,0,0,0,0,0,4,0,0,0,111669149917,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508520
5440,4505032,FAIRBANKS,R R 1,Milford Center,Union,Ohio,43045.0,GALEN S KYRE,4,0,0,0,0,1073,0,0,0,0,100,25,0,0,0,0,49,0,0,0,0,0,51,0,0,0,0,0,6,0,0,0,343597384359,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508550
5441,4504396,BORN,306 E WHITTIER AVENUE,Fairborn,Greene,Ohio,45324.0,ROBERT R RITCHIE,11,0,37,49,26,9319,0,0,0,7,550,220,0,2,6,1,372,0,0,2,6,1,392,0,0,0,0,0,34,0,0,0,124554051824,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508580
5442,4504762,FIELD,,Leesburg,Highland,Ohio,45135.0,,2,0,10,1,0,675,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,154618822963,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508610
5443,4504610,,5050 DIXIE HIGHWAY,Fairfield,Butler,Ohio,45014.0,R W CROPENBAKER,5,2,0,0,5,5459,0,0,0,10,841,0,0,0,0,0,235,0,0,0,0,0,263,0,0,0,0,0,8,0,0,0,38654705729,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508640
5444,4504687,D UNION,ROUTE 5,Lancaster,Fairfield,Ohio,43130.0,KENNETH WARLING,0,0,14,0,0,2029,0,0,0,0,34,10,0,0,0,0,82,0,0,0,0,0,86,0,0,0,0,0,3,0,0,0,98784248001,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508670
5445,4504793,LAND,E 1 BOX 343A,Proctorville,Lawrence,Ohio,45669.0,B L SCHULTZ,3,0,5,2,0,1876,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,76,0,0,0,0,0,1,0,0,0,188978561379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508730
5446,4504977,LAWN,RT 1,Sidney,Shelby,Ohio,45365.0,MAX E MCGOWAN,1,0,0,0,0,609,0,0,0,8,3,30,0,0,0,0,30,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,322122547804,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508760
5447,4504536,PORT HARBOR,329 VINE STREET,Fairport Harbor,Lake,Ohio,44077.0,DAVID E OLSE,2,0,4,1,0,702,0,0,0,0,130,2,0,0,0,0,37,0,0,0,0,0,40,0,0,0,0,0,3,0,0,0,184683594072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508820
5448,4504397,VIEW PARK,20770 LORAIN RD,VIEW PARK,Cuyahoga,Ohio,44126.0,FRANK W BARR,5,1,0,15,8,3419,0,0,0,2,1500,30,0,0,0,0,171,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,77309411464,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508850
5449,4505014,FARMINGTON,,W FARMINGTON,Trumbull,Ohio,44491.0,LAWRENCE E WATKINS,1,0,6,0,0,442,0,0,0,0,1,10,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,335007449744,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508880
5450,4504591,FEDERAL-HOCKING,POST OFFICE BOX D,Stewart,Athens,Ohio,45778.0,C W MONTGOMERY,4,0,92,0,6,1583,0,0,0,0,0,0,0,0,0,0,65,0,0,2,0,0,72,0,0,0,0,0,5,0,0,0,21474836516,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508940
5451,4504633,FELICITY-FRANKLIN,WASHINGTON AND MARKET,Felicity,Clermont,Ohio,45120.0,JAMES N DANNER,1,0,7,0,0,1036,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,55834574942,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508970
5452,4504919,FIELD,1379 SAXE ROAD,Mogadore,Summit,Ohio,4426.0,WILLIAM HALL,5,0,2,0,2,3250,0,0,0,22,330,185,0,0,0,1,116,0,0,0,0,1,128,0,0,0,0,0,10,0,0,0,287762809364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509000
5453,4504398,FINDLAY,1001 BLANCHARD AVE,Findlay,Hancock,Ohio,4584.0,C ROBERT BAKER,17,0,62,14,286,8778,0,0,0,6,640,50,0,1,0,0,400,0,0,1,0,0,426,0,0,0,0,0,34,0,0,0,137438953749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509030
5454,4504733,FINNEYTOWN,8779 WINTON RD,Cincinnati,Hamilton,Ohio,45231.0,HARRY M HANNUM,4,0,29,4,3,3076,0,0,0,0,1400,0,0,0,0,1,137,0,0,0,0,1,149,0,0,0,0,0,6,0,0,0,133143986446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509060
5455,4504815,FIRELANDS,R D #2 VERMILION ROAD,Oberlin,Lorain,Ohio,44074.0,CHARLEY E GROTH,6,0,2,0,0,1964,0,0,0,1,5,8,0,0,0,0,80,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,201863463300,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509090
5456,4504734,FOREST HILLS,7600 FOREST ROAD,Cincinnati,Hamilton,Ohio,45230.0,ROBERT M GOFORTH,8,2,1,15,3,7523,0,0,0,15,850,0,0,0,1,0,311,0,0,0,1,0,341,0,0,0,0,0,13,0,0,0,133143986447,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509150
5457,4504399,FOSTORIA,114 W HIGH ST,Fostoria,Seneca,Ohio,4483.0,RALPH MCCAMBRIDGE,0,0,301,0,189,3113,0,0,0,11,1172,7,0,1,0,0,146,0,0,1,0,0,156,0,0,0,0,0,6,0,0,0,317827580494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509240
5458,4505015,FOWLER-VIENNA,BOX 157,VIENNA,Trumbull,Ohio,44473.0,ANDREW CVERCKO,4,0,6,0,0,1789,0,0,0,10,75,12,0,0,0,0,63,0,0,0,0,0,68,0,0,0,0,0,5,0,0,0,335007449745,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509270
5459,4504400,FRANKLIN,16 FARM AVENUE,Franklin,Warren,Ohio,45005.0,DEWITT C TERRY,10,4,32,8,1,5171,0,0,0,15,0,0,0,0,0,0,201,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,356482286256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509330
5460,4504884,,BROAD STREET,Philo,Muskingum,Ohio,43771.0,FORREST E HOWELL,7,0,21,0,124,2362,0,0,0,5,0,0,0,1,0,0,89,0,0,1,0,0,95,0,0,0,0,0,6,0,0,0,257698038248,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509390
5461,4504401,FREMONT,211 S PARK ST,Fremont,Sandusky,Ohio,43420.0,JOHN C EVANOFF,10,0,351,4,543,5915,0,0,0,0,1938,0,0,3,0,0,254,0,0,3,0,0,280,0,0,0,0,0,26,0,0,0,309237645884,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509510
5462,4505049,FRONTIER,ROUTE 2,NEW MATAMORAS,Washington,Ohio,45767.0,BRUCE B BRIDGEMAN,4,0,0,2,0,1513,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,69,0,0,0,0,0,2,0,0,0,360777253565,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509540
5463,4504402,GALION,200 WEST CHURCH STREET,Galion,Crawford,Ohio,44833.0,LESTER L DICKEY,7,0,0,4,6,4136,0,0,0,3,393,10,0,0,0,0,160,0,0,0,0,0,176,0,0,0,0,0,3,0,0,0,73014444152,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509570
5464,4504404,GARFIELD HEIGHTS,5640 BRIARCLIFF DRIVE,Garfield Heights,Cuyahoga,Ohio,44125.0,JAMES A HARPER,0,0,228,8,13,5657,0,0,0,0,0,0,0,1,0,0,234,0,0,1,0,0,259,0,0,0,0,0,21,0,0,0,77309411465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509630
5465,4504405,GENEVA,135 SOUTH EAGLE STREET,Geneva,Ashtabula,Ohio,44041.0,CLYDE A INGHAM,6,0,16,6,64,3658,0,0,0,2,317,1,0,0,0,0,145,0,0,0,0,0,154,0,0,0,0,0,14,0,0,0,17179869210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509660
5466,4504894,GENOA AREA,SUSAN & THIRD ST,Clay Center,Ottawa,Ohio,43408.0,GEORGE M DONNELLY,5,0,0,0,107,1967,0,0,0,113,40,0,0,0,1,0,75,0,0,0,1,0,81,0,0,0,0,0,8,0,0,0,266287972852,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509690
5467,4504537,GEORGETOWN,GREE    CHERRY STREETS,Georgetown,Brown,Ohio,45121.0,GLENN L HOOK,3,0,27,0,0,1117,0,0,0,0,0,5,0,0,0,0,42,0,0,0,0,0,45,0,0,0,0,0,4,0,0,0,34359738422,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509720
5468,4504665,GETTYSBURG,AULD ST,Gettysburg,Darke,Ohio,45328.0,THOMAS W WILSON,1,1,0,0,0,556,0,0,0,1,0,3,0,0,0,0,24,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,81604378789,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509780
5469,4504538,GIBSONBU,S HARRISON STREET,GIBSONBU,Sandusky,Ohio,43431.0,HERB REDDING,3,0,0,0,172,1439,0,0,0,0,5,0,0,0,0,0,54,0,0,0,0,0,57,0,0,0,0,0,3,0,0,0,309237645886,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509810
5470,4504406,GIRARD,117 HIGHLAND AVENUE,Girard,Trumbull,Ohio,44420.0,THOMAS L SHOWALTER,6,2,96,8,4,2447,0,0,0,3,1021,0,0,0,0,1,99,0,0,0,0,1,106,0,0,0,0,0,14,0,0,0,335007449733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509840
5471,4504706,GORHAM-FAYETTE,E GROSS ST,Fayette,Fulton,Ohio,43521.0,GAYLORD PARSONS,2,0,0,0,33,629,0,0,0,8,0,4,0,0,0,0,32,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,111669149918,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509870
5472,4504634,GOSHEN,GOSHEN RD,Goshen,Clermont,Ohio,45122.0,DUANE TENNANT,4,5,22,3,1,3008,0,0,0,0,85,0,0,0,0,0,112,0,0,0,0,0,120,0,0,0,0,0,1,0,0,0,55834574943,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509900
5473,4504619,GRAHAM,104 WEST MAIN ST,ST PARIS,Champaign,Ohio,4307.0,GEORGE M DALLAS,5,0,0,0,0,2458,0,0,0,0,5,0,0,0,0,0,93,0,0,0,0,0,101,0,0,0,0,0,5,0,0,0,47244640333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509930
5474,4504586,GRAND VALLEY,RT 45 N,Orwell,Ashtabula,Ohio,44076.0,T C ROBERTS,4,5,79,8,4,1544,0,0,0,0,0,20,0,0,1,0,61,0,0,0,1,0,64,0,0,1,0,0,0,0,0,0,17179869213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509990
5475,4504407,DVIEW HEIGHTS,1587 WEST THIRD AVENUE,Columbus,Franklin,Ohio,43212.0,ROBERT A TIMMONS,0,0,0,2,13,1820,0,0,0,24,200,0,0,0,0,0,83,0,0,0,0,0,88,0,0,0,0,0,5,0,0,0,107374182602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4510020
5476,4504539,VILLE,136 E BROADWAY P O BOX 417,Granville,Licking,Ohio,43023.0,LEWIS R MOLLICA,0,1,6,4,4,1563,0,0,0,10,25,5,0,0,0,0,60,0,0,0,0,0,66,0,0,0,0,0,6,0,0,0,193273528681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4510050
5477,4505055,GREEN,EAST MAIN ST,Smithville,Wayne,Ohio,44677.0,THORNTON MCCAY,0,0,0,0,0,1483,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,5,0,0,0,365072220870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4510140
5478,4505001,,BOX 218,GREENSBURG,Summit,Ohio,44232.0,JAMES T TAYS,5,0,2,7,1,3982,0,0,0,5,154,0,0,1,0,0,136,0,0,1,0,0,147,0,0,0,0,0,0,0,0,0,330712482429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4510200
5479,4504726,NEVIEW,53 NORTH LIMESTONE ST,Jamestown,Greene,Ohio,45335.0,HAROLD E THOMAS,4,0,92,0,0,1606,0,0,0,0,0,10,0,2,0,0,67,0,0,2,0,0,73,0,0,0,0,0,3,0,0,0,124554051830,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4510260
5480,4504540,NFIELD,211 NORTH 5TH STREET,Greenfield,Highland,Ohio,45123.0,G R MEHL,5,1,61,0,0,2589,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,111,0,0,0,0,0,4,0,0,0,154618822960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4510290
5481,4504408,NHILLS-FOREST PARK,1215 WEST KEMPER ROAD,Cincinnati,Hamilton,Ohio,45240.0,DAVID A HARCUM,9,0,194,17,19,7678,0,0,0,25,1240,0,0,1,0,0,301,0,0,1,0,0,332,0,0,0,0,0,0,0,0,0,133143986431,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4510320
5482,4504409,NVILLE,MEMORIAL HALL,Greenville,Darke,Ohio,45331.0,EVERETT E POTTS,7,0,18,0,5,4005,0,0,0,2,229,6,0,0,0,0,167,0,0,0,0,0,181,0,0,0,0,0,185,0,0,0,81604378783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4510350
5483,4510380,GROVER HILL,,Grover Hill,Paulding,Ohio,45849.0,CLAYTON BUTLER,1,0,3,0,0,450,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,270582940157,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4510380
