key,OE School System Code,System Name,System Street Address,System City,System County,System State,System Zip Code,Chief Administrative Officer,Number of School Campus Forms,System Pupils: American Indian,System Pupils: Black,System Pupils: Asian American,System Pupils: Spanish Surname,System Pupils: Other,System Pupils: Total,Nonresident Pupils,Resident Pupils,Expelled: American Indian,Expelled: Black,Expelled: Asian,Expelled: Spanish Surname,Expelled: Other,Expelled: Total,Resident Pupils in another System,Resident Pupils in nonpublic schools,Resident School Age not in School,System Teachers: American Indian,System Teachers: Black,System Teachers: Asian,System Teachers: Spanish Surname,System Teachers: Other,System Teachers: Total,Professional Staff: American Indian,Professional Staff: Black,Professional Staff: Asian,Professional Staff: Spanish Surname,Professional Staff: Other,Professional Staff: Total,Professionals in more than one school: American Indian,Professionals in more than one school: Black,Professionals in more than one school: Asian,Professionals in more than one school: Spanish Surname,Professionals in more than one school: Other,Professionals in more than one school: Total,Bilingual Instruction,Bilingual Teachers,Bilingual Pupils,Bilingual Material,New School Property,New School Construction,New School Capacity,New School (Greater Minority) Composition,Year,State Code,Assurance,Litigation Code,Selection Code,Sampling Weight ,Pupils in Another System: American Indian,Pupils in Another System: Black,Pupils in Another System: Asian American,Pupils in Another System: Spanish Surname,Pupils in Another System: Other,Pupils in Non-Public Schools: American Indian,Pupils in Non-Public Schools: Black,Pupils in Non-Public Schools: Asian American,Pupils in Non-Public Schools: Spanish Surname,Pupils in Non-Public Schools: Other,School Age not in School: American Indian,School Age not in School: Black,School Age not in School: Asian American,School Age not in School: Spanish Surname,School Age not in School: Other
1272,2001110,CHEROKEE COUNTY,BOX 769,Canton,Cherokee,Georgia,30114,KLEVEN BOSTON,13,34,301,0,0,7569,0,0,7912,0,0,0,0,0,0,0,0,0,2,7,0,0,304,0,2,8,0,0,334,0,0,1,0,0,4,0,0,0,0,0,0,1,1,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,2001140,CHICKAMAUGA CITY SCHOOLS,103 LEE DRIVE,Chickamauga,Walker,Georgia,30707,HARRY A BROW,1,0,3,0,0,936,0,0,939,0,0,0,0,2,0,0,0,5,0,0,0,0,41,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,2001170,CLARKE COUNTY SCHOOL DISTRICT ,419 POPE STREET,Athens,Clarke,Georgia,30601,CHARLES MCDANIEL,18,6,3745,52,35,6901,0,13,10726,0,6,0,0,4,0,0,1020,473,0,99,0,0,350,0,0,116,0,0,409,0,0,4,0,0,40,0,0,0,0,0,0,2,2,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,2001200,CLAY COUNTY                   ,BOX 219,Fort Gaines,Clay,Georgia,3175,W W KING,3,0,777,0,0,198,0,4,971,0,0,0,0,0,0,2,27,0,0,30,0,0,20,0,0,31,0,0,23,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,2001230,TON COUNTY,120 SMITH STREET,Jonesboro,Clayton,Georgia,30236,ERNEST L STROUD,32,32,1394,34,64,27959,0,0,29526,0,0,0,0,0,0,0,50,0,0,58,1,1,1156,0,0,68,1,1,1311,0,0,8,0,0,158,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,2001260,CLINCH COUNTY,P O BOX 177,Homerville,Clinch,Georgia,31634,MARY ALICE LEE,4,1,608,0,0,995,0,45,1559,0,1,0,0,0,0,5,1,12,0,11,0,0,63,0,0,11,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,2001290,COBB COUNTY,47 WADDELL STREET,Marietta,Cobb,Georgia,30060,J MILTON LEWIS,58,89,1295,52,133,45474,0,18,47025,0,0,0,0,0,0,10,150,80,0,30,2,4,1847,0,0,33,2,4,2072,0,0,1,0,0,64,0,0,0,0,0,1,0,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,2001320,COCHRAN CITY,EAST DYKES,Cochran,Bleckley,Georgia,31014,JOHN T GROOVER,3,2,517,0,0,883,0,5,1397,0,2,0,0,1,0,0,6,18,0,10,0,0,53,0,0,10,0,0,60,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,2001350,COFFEE COUNTY,617 E WARD ST,Douglas,Coffee,Georgia,31533,JAMES C MOORE,14,4,2015,3,1,3805,0,0,5828,0,9,0,0,3,0,0,225,0,0,41,1,0,181,0,0,44,1,0,202,0,0,0,0,0,4,0,0,0,0,0,0,1,1,2,0,0,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,2001380,COLQUITT COUNTY,PO BOX 1299,Moultrie,Colquitt,Georgia,31768,WALT H THOMPSON,18,0,2489,2,4,5388,0,66,7821,0,7,0,0,1,0,0,227,0,0,95,0,0,258,0,0,101,0,0,291,0,0,1,0,0,6,0,0,0,0,0,0,0,2,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,2001410,COLUMBIA        BOARD OF ED,B,Appling,Columbia,Georgia,30802,JOHN P BLANCHARD,13,11,1516,40,25,5256,0,0,6848,0,1,0,0,9,0,10,0,25,0,39,1,1,243,0,1,48,1,1,272,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,2001440,COMMERCE CITY,BOX 29,Commerce,Jackson,Georgia,30529,W M BARNETT JR,3,0,235,0,0,1327,0,303,1259,0,0,0,0,0,0,0,0,82,0,4,0,0,63,0,0,4,0,0,71,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,2001470,COOK COUNTY,152,Adel,Cook,Georgia,31620,EDWARD LEICHNER,5,0,1282,1,3,1832,0,8,3110,0,10,0,0,4,0,11,10,5,0,43,0,0,97,0,0,46,0,0,108,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,2001500,COWETA COUNTY,55 SAVANNAH ST,Newnan,Coweta,Georgia,30263,DR ROBERT LEE,18,3,3226,3,2,5095,0,7,8321,0,0,0,0,0,0,5,200,25,0,103,0,0,200,0,0,116,0,0,225,0,0,3,0,0,14,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,2001530,CRAWFORD COUNTY,P O BOX 8,Roberta,Crawford,Georgia,31078,R L SHEETS,2,0,1101,0,0,610,0,0,1711,0,0,0,0,0,0,9,6,0,0,43,0,0,39,0,0,46,0,0,43,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,2001560,CRISP COUNTY,201 S 7TH STREET,Cordele,Crisp,Georgia,31015,RAY DARLEY,8,0,2563,0,0,2118,0,21,4660,0,8,0,0,0,0,0,237,0,0,73,0,0,114,0,0,83,0,0,127,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,2001620,DALTON PUBLIC SCHOOLS,100 S HAMILTON ST,Dalton,Whitfield,Georgia,30720,CHARLES E BOWEN,7,0,591,0,0,3838,0,258,4171,0,0,0,0,0,0,0,40,0,0,16,0,0,204,0,0,18,0,0,221,0,0,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,2001680,DECATUR CITY SCHOOLS,320 N MCDONOUGH ST,Decatur,DeKalb,Georgia,3003,DR CARL G RENFROE,10,0,2767,4,3,1172,0,34,3912,0,0,0,0,2,0,154,163,51,2,38,0,2,139,0,2,44,0,2,156,0,0,1,0,0,16,0,0,0,0,0,2,2,0,4,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,2001710,COUNTY,100 WEST STREET,Bainbridge,Decatur,Georgia,31717,S W COX,11,0,2801,0,2,2481,0,0,5284,0,1,0,0,0,0,0,346,0,0,86,0,0,122,0,0,96,0,0,142,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,2001740,DEKALB COUNTY,556 NORTH MCDONOUGH STREET,Decatur,DeKalb,Georgia,30030,MR JIM CHERRY,115,27,8308,157,186,77466,0,110,86009,0,0,0,0,0,0,0,2200,0,0,240,3,3,3362,0,3,282,3,3,3717,0,0,23,4,0,325,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,2001770,DODGE COUNTY,PO BOX 70,Eastman,Dodge,Georgia,31023,EDWARD L MCCRANIE,7,3,1484,1,0,2525,0,18,3995,0,0,0,0,0,0,7,40,0,0,40,0,0,128,0,0,43,0,0,144,0,0,0,0,0,5,0,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,2001800,DOOLY CO,COURT HOUSE ANNEX,Vienna,Dooly,Georgia,31092,W F STONE CSS,0,0,1743,0,0,554,0,0,2297,0,1,0,0,3,0,0,435,45,0,78,0,0,45,0,0,87,0,0,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,2001830,DOUGHERTY COUNTY,601 FLINT AVENUE,Albany,Dougherty,Georgia,31705,PAUL B ROBERTSON,36,9,9817,63,18,12545,0,0,22452,0,0,0,0,0,0,0,2105,100,0,377,0,1,512,0,0,424,0,1,593,0,0,22,0,0,35,0,0,0,0,0,1,1,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,2001860,LAS COUNTY SCH SYS,CONNALLY DRIVE,Douglasville,Douglas,Georgia,30134,ROBERT ALEXANDER,13,8,813,7,11,8105,0,0,8944,0,0,0,0,5,0,60,35,28,0,34,0,0,327,0,0,38,0,0,372,0,0,3,0,0,23,0,0,0,0,0,2,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,2001870,DUBLIN CITY SCHOOLS,SHAMROCK ROAD,Dublin,Laurens,Georgia,31021,T P STEWART,7,0,1548,0,0,2129,0,231,3446,0,18,0,0,0,0,39,84,68,0,49,0,0,96,0,0,56,0,0,103,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,2001890,LAURENS COUNTY,BOX 2128,Dublin,Laurens,Georgia,,ALTON L MCCULLOUGH,10,0,1962,1,0,2432,0,59,4336,0,0,0,0,1,0,131,274,78,0,80,0,1,103,0,0,86,0,1,120,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,2001920,EARLY COUNTY,B,Blakely,Early,Georgia,31723,LONNIE CHESTER,3,0,1810,0,0,1127,0,17,2920,0,4,0,0,0,0,91,180,2,0,46,0,0,90,0,0,54,0,0,101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,2001950,ECHOLS COUNTY,PO BOX 207,STATENVILLE,Early,Georgia,31648,JACKIE L CARTER,2,0,154,0,0,340,0,0,494,0,0,0,0,0,0,7,4,4,0,5,0,0,22,0,0,5,0,0,23,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,2001980,EFFINGHAM COUNTY,BOX 346,Springfield,Effingham,Georgia,31329,S W ZIPPERER,7,0,1068,0,1,2616,0,10,3685,0,2,0,0,1,0,4,260,11,0,50,0,0,105,0,0,54,0,0,116,0,0,1,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,2002010,ELBERT COUNTY,FOREST AVE,Elberton,Elbert,Georgia,30635,LEE ATKINSON,9,0,1736,0,2,2158,0,0,3896,0,0,0,0,0,0,0,230,33,0,44,1,0,120,0,0,51,1,0,135,0,0,5,0,0,8,0,0,0,0,0,0,1,2,3,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,2002040,EMANUEL COUNTY,GREEN STREET,Swainsboro,Emanuel,Georgia,30401,H CLYDE POOLE,0,1,2001,1,0,2825,0,304,4526,0,2,0,0,0,0,7,125,5,0,52,0,0,154,0,0,57,0,0,162,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,2002070,EVANS COUNTY,P O BOX 186,Claxton,Evans,Georgia,30417,GEORGE T DURRENCE,3,0,926,0,0,1041,0,11,1956,0,0,0,0,0,0,0,151,3,0,21,0,0,57,0,0,24,0,0,65,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,2002100,FANNIN COUNTY,BOX 606,Blue Ridge,Fannin,Georgia,30513,CECIL DAVIS,7,0,3,1,0,2938,0,0,2942,0,0,0,0,7,0,0,0,15,0,0,0,0,123,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,2002130,FAYETTE COUNTY,EAST LANIER AVENUE,Fayetteville,Fayette,Georgia,30214,A EUGENE BOWERS,6,0,525,0,2,2885,0,0,3413,0,0,0,0,0,0,0,60,0,0,19,0,0,124,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,2002160,FITZGERALD CITY,W PALM STREET,Fitzgerald,Ben Hill,Georgia,31750,DR JAMES Y MOULTRIE,3,0,1078,0,0,1289,0,0,2367,0,0,0,0,0,0,0,25,70,0,25,0,0,85,0,0,28,0,0,92,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,2002190,FLOYD COUNTY,1307 REDMOND CIRCLE,Rome,Floyd,Georgia,30161,H A LINDSEY,18,0,568,12,4,9786,0,16,10354,0,0,0,0,0,0,12,36,14,0,12,0,0,406,0,0,15,0,0,449,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,2002220,FORSYTH COUNTY,522 TRIBBLE GAP ROAD,Cumming,Forsyth,Georgia,30130,CLARENCE N LAMBERT,7,0,0,0,3,4611,0,7,4607,0,0,0,0,10,0,6,1,10,0,0,0,0,177,0,0,0,0,0,197,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,2002250,FRANKLIN COUNTY,COURT HOUSE,Carnesville,Franklin,Georgia,30521,L W SMITH,6,0,558,2,0,2643,0,212,2991,0,1,0,0,0,0,3,2,5,0,11,0,0,131,0,0,11,0,0,137,0,0,1,0,0,7,0,0,0,0,0,0,2,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,2002280,FULTON COUNTY,786 CLEVELAND AVE SW,Atlanta,Fulton,Georgia,30315,DR E E BAKER,76,33,3560,53,85,30853,0,11,34573,0,5,0,0,10,0,40,1898,655,0,204,0,5,1481,0,0,229,0,5,1658,0,0,12,0,12,82,0,0,0,0,0,1,1,0,1,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,2002310,GAINESVILLE CITY,850 WOODS MILL ROAD NW,Gainesville,Hall,Georgia,30501,R D BLAKENEY,7,0,1074,2,2,2298,0,22,3354,0,0,0,0,1,0,15,150,1,0,28,0,1,115,0,0,33,0,1,131,0,0,1,0,0,13,0,0,0,0,0,2,2,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,2002340,GILMER COUNTY,PO BOX 545,Ellijay,Gilmer,Georgia,30540,CALVIN JACKSON,5,0,0,1,0,2139,0,0,2140,0,0,0,0,0,0,0,12,12,0,0,0,0,87,0,0,0,0,0,95,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,2002370,GLASCOCK CO,MAIN ST,Gibson,Glascock,Georgia,3081,MATH L LOGUE,1,0,163,0,0,380,0,25,518,0,0,0,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,2002400,GLYNN COUNTY BOARD OF EDUCATIO,1313 EGMONT STREET,Brunswick,Glynn,Georgia,3152,SIDNEY BOSWELL,16,2,3508,59,21,8321,0,3,11908,0,0,0,0,1,0,0,572,900,0,124,0,1,358,0,0,140,0,1,399,0,0,5,0,0,23,0,0,0,0,0,0,1,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,2002430,GORDON COUNTY                 ,P O BOX 491,Calhoun,Gordon,Georgia,30701,WAYNE L ASHWORTH,10,0,121,2,6,3542,0,0,3673,0,0,0,0,0,0,0,216,4,0,1,0,0,147,0,0,1,0,0,163,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,2002460,GRADY COUNTY,POST OFFICE BOX 300,Cairo,Grady,Georgia,31728,C L CONNELL,8,0,1958,0,4,2261,0,9,4223,0,12,0,0,7,0,0,85,163,0,50,0,0,132,0,0,54,0,0,150,0,0,1,0,0,5,0,0,0,0,0,0,0,2,3,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,2002490,GREENE COUNTY,PO BOX 209,Greensboro,Greene,Georgia,30642,FORD BOSTON,5,3,1868,0,0,599,0,0,2470,0,3,0,0,1,0,0,289,30,0,68,0,0,32,0,0,74,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,2002520,GRIFFIN CITY-SPALDING COUNTY,SOUTH SIXTH STREET,Griffin,Spalding,Georgia,30223,D B CHRISTIE,15,0,3232,2,1,6115,0,70,9280,0,8,0,0,9,0,10,240,90,0,102,0,0,271,0,0,114,0,0,307,0,0,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,2002550,GWINNETT COUNTY,GWINNETT DR,Lawrenceville,Gwinnett,Georgia,30245,J W BENEFIELD JR,27,15,743,22,17,19911,0,60,20648,0,0,0,0,19,0,90,40,555,2,14,0,1,796,0,2,14,0,1,870,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,2002580,HABERSHAM COUNTY,BOARD OF EDUCATION,Clarkesville,Habersham,Georgia,30523,RICHARD R SMITH,10,1,150,1,5,4681,0,146,4692,0,0,0,0,0,0,0,0,0,0,1,0,0,195,0,0,1,0,0,213,0,0,0,0,0,1,0,0,0,0,0,2,2,2,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,2002610,HALL COUNTY,BOX 1397,Gainesville,Hall,Georgia,30501,DEAN MYERS,20,22,947,10,4,10228,0,120,11089,0,52,0,0,304,0,90,7,35,1,10,0,2,403,0,1,11,0,2,469,0,0,0,0,0,10,0,0,0,0,0,0,1,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,2002640,HANCOCK COUNTY,COURTHOUSE,Sparta,Hancock,Georgia,31087,W M ANDREWS,4,0,2358,0,0,37,0,2,2393,0,0,0,0,0,0,0,300,65,0,97,0,0,5,0,0,105,0,0,6,0,0,6,0,0,3,0,0,0,0,0,0,2,0,0,0,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,2002670,HARALSON COUNTY,VANWERT ST PO BOX 508,Buchanan,Haralson,Georgia,30113,WILSON C FREEMAN,5,0,197,0,2,2374,0,0,2573,0,1,0,0,8,0,240,0,54,0,8,0,0,99,0,0,9,0,0,114,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,2002700,HARRIS COUNTY,P O BOX 388,Hamilton,Harris,Georgia,31811,JAMES R MOSLEY,10,2,1582,4,0,1086,0,0,2674,0,0,0,0,1,0,6,28,0,0,59,0,0,62,0,0,64,0,0,72,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,2002730,HART COUNTY,CAMPBELL DRIVE,Hartwell,Hart,Georgia,30643,JERRY CLEVELAND,7,0,1110,0,0,2592,0,2,3700,0,0,0,0,0,0,0,0,35,0,23,0,0,121,0,0,25,0,0,132,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,2002790,HEARD COUNTY,COURT SQUARE,Franklin,Heard,Georgia,30217,H R DOWDY,6,0,438,0,0,922,0,0,1360,0,0,0,0,0,0,0,0,67,0,15,0,0,42,0,0,15,0,0,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,2002820,HENRY CO,136 KEYSFERRY ST P O BOX 479,McDonough,Henry,Georgia,30253,H F BAKER,13,0,2532,4,0,3757,0,0,6293,0,7,0,0,3,0,20,288,9,0,112,1,0,160,0,0,125,1,0,179,0,0,2,0,0,3,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,2002850,HOGANSVILLE CITY,EAST MAIN,Hogansville,Troup,Georgia,30230,H L DIXON,3,0,552,0,0,667,0,16,1203,0,2,0,0,2,0,0,6,20,0,14,0,0,35,0,0,15,0,0,40,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,2002880,HOUSTON COUNTY,1211 WASHINGTON STREET,Perry,Houston,Georgia,31069,DAVID A PERDUE,25,69,3650,39,64,12184,0,26,15980,0,3,0,0,3,0,25,1960,100,0,120,0,3,514,0,0,142,0,3,606,0,0,4,0,0,19,0,0,0,0,0,0,0,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,2002910,IRWIN COUNTY,BOX 225,Ocilla,Irwin,Georgia,31774,RICHARD V ROBERTS,3,0,951,0,0,946,0,0,1897,0,0,0,0,0,0,9,134,0,0,22,0,0,74,0,0,23,0,0,84,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,2002940,JACKSON COUNTY,P O BOX 279,Jefferson,Jackson,Georgia,30549,M L HOLLIMAN,5,0,155,0,2,1738,0,0,1895,0,0,0,0,1,0,3000,0,5,0,5,0,0,79,0,0,6,0,0,89,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,2002970,JASPER COUNTY,B,Monticello,Jasper,Georgia,31064,DOY O GUY,3,0,888,0,0,499,0,0,1389,0,0,0,0,0,0,0,150,0,0,30,0,0,36,0,0,32,0,0,39,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,2003000,JEFF DAVIS COUNTY,P O BOX 571,Hazlehurst,Jeff Davis,Georgia,31539,GROVER HERRINGTON,0,0,492,0,0,2105,0,0,2597,0,0,0,0,0,0,0,5,140,0,15,0,0,94,0,0,16,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,2003030,ERSON CITY,DRAWER 507,Jefferson,Jackson,Georgia,3054,W L COLOMBO,2,0,399,0,0,1226,0,1234,391,0,0,0,0,0,0,0,1,10,0,5,0,0,69,0,0,5,0,0,74,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,2003060,N COUNTY,B,Louisville,Jefferson,Georgia,30434,O W CARTER,6,0,3125,0,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,59,0,0,120,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,2003090,JENKINS COUNTY,115 BARNEY AVENUE,Millen,Jenkins,Georgia,30442,A D CLIFTON,3,0,1270,0,0,865,0,0,2135,0,0,0,0,0,0,0,145,0,0,36,0,0,61,0,0,39,0,0,66,0,0,0,0,0,3,0,2,0,0,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,2003120,JOHNSON,110 E ELM STREET,Wrightsville,Johnson,Georgia,31096,WILLIAM  HARRELL,4,0,817,0,0,825,0,0,1642,0,0,0,0,0,0,275,75,50,0,22,0,0,43,0,0,25,0,0,48,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,2003150,JONES COUNTY,BOX 517,Gray,Jones,Georgia,31032,R L JORDAN,5,2,1447,3,0,1682,0,0,3134,0,0,0,0,0,0,0,300,0,0,44,0,0,86,0,0,49,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,2003180,LAGRANGE CITY,201 MAIN STREET ADM BLDG,LaGrange,Troup,Georgia,30240,JAMES W MCALLISTER,12,0,2384,0,0,2841,0,141,5086,0,0,0,0,0,0,122,105,318,0,73,0,0,150,0,0,83,0,0,174,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,2003210,LAMAR COUNTY,204 GORDON ROAD,Barnesville,Lamar,Georgia,30204,L L JENKINS,4,0,1274,0,0,997,0,0,2271,0,0,0,0,0,0,25,125,0,0,51,0,0,54,0,0,55,0,0,58,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
