key,OE School System Code,System Name,System Street Address,System City,System County,System State,System Zip Code,Chief Administrative Officer,Number of School Campus Forms,System Pupils: American Indian,System Pupils: Black,System Pupils: Asian American,System Pupils: Spanish Surname,System Pupils: Other,System Pupils: Total,Resident Pupils in another System,Resident Pupils in nonpublic schools,Resident School Age not in School,System Teachers: American Indian,System Teachers: Black,System Teachers: Asian,System Teachers: Spanish Surname,System Teachers: Other,System Teachers: Total,Professional Staff: American Indian,Professional Staff: Black,Professional Staff: Asian,Professional Staff: Spanish Surname,Professional Staff: Other,Professional Staff: Total,Professionals in more than one school: American Indian,Professionals in more than one school: Black,Professionals in more than one school: Asian,Professionals in more than one school: Spanish Surname,Professionals in more than one school: Other,Professionals in more than one school: Total,Year,State Code,SRG Code,Assurance,Litigation Code,Sampling Weight ,School Age not in School: American Indian,School Age not in School: Black,School Age not in School: Asian American,School Age not in School: Spanish Surname,School Age not in School: Other,Non-Resident Pupils: American Indian,Non-Resident Pupils: Black,Non-Resident Pupils: Asian American,Non-Resident Pupils: Spanish Surname,Non-Resident Pupils: Other,Resident Pupils: American Indian,Resident Pupils: Black,Resident Pupils: Asian American,Resident Pupils: Spanish Surname,Resident Pupils: Other,1970 OE code,
7250,5312780,CANUTILLO SCHOOL DISTRICT,X 100,Canutillo,El Paso,Texas,5,THOMAS H. RUSH,2,0,17,3,953,181,0,0,0,0,0,0,0,0,0,0,0,6,0,9,40,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7251,5346680,YSLETA INDEPENDENT SCHOOL DISTRI,8445 VALDESPINO,El Paso,El Paso,Texas,79907,J. M. HANKS,28,93,876,34,17450,11755,0,0,0,0,0,0,0,0,0,0,0,19,1,159,1068,0,0,0,0,5,33,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7252,5318300,EL PASO INDEPENDENT SCHOOL DISTR,100 WEST RIO GRANDE,El Paso,El Paso,Texas,1,DR. H. E. CHARLES,63,29,1804,339,33639,26294,0,0,0,0,0,0,0,0,0,0,2,68,9,493,2222,0,0,1,0,24,99,0,0,0,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7253,5313920,CHILTON ISD,905 DURANGO DRIVE,Chilton,Falls,Texas,76632,GEORGE W. MABE,2,0,169,0,42,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7.13053462628379E+029,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7254,5337900,LOTT ISD,BOX 98,Lott,Falls,Texas,76656,B. A. PIERSON,0,0,120,0,8,182,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7255,5329130,MARLIN INDEPENDENT SCHOOL DISTRI,305 CAPPS STREET,Marlin,Falls,Texas,76661,T. M. ROACH,5,0,1177,0,172,1158,0,0,0,0,0,0,0,0,0,0,0,53,0,0,78,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7256,5337890,ROSEBUD INDEPENDENT SCHOOL DISTR,413 EAST MAIN,Rosebud,Falls,Texas,76570,BILLY BATES,3,0,207,1,132,407,0,0,0,0,0,0,0,0,0,0,0,3,0,0,37,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7257,5310800,BONHAM INDEPENDENT SCHOOL DISTRI,P. O. BOX 490,Bonham,Fannin,Texas,75418,JOE CAMPBELL,4,0,261,2,1,1700,0,0,0,0,0,0,0,0,0,0,0,5,0,0,94,0,0,0,0,0,4,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7258,5326100,LA GRANGE INDEPENDENT SCHOOL DIS,187 S JACKSON STREET,La Grange,Fayette,Texas,78945,CHARLES A. LEMMONS,3,0,276,0,35,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,322122547205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7259,5339540,SCHULENBURG INDEPENDENT SCHOOL D,150 COLLEGE STREET,Schulenburg,Fayette,Texas,78956,ARTHUR C. WINKELMAN,2,2,109,0,23,465,0,0,0,0,0,0,0,0,0,0,0,2,0,0,31,0,0,0,0,0,0,0,0,0,7.13053462628379E+029,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7260,5338040,ROTAN INDEPENDENT SCHOOLS,,Rotan,Fisher,Texas,7954,K. C. MCCASLAND,3,0,68,0,303,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7261,5319440,FLOYDADA INDPENDENT SCHOOL DISTR,208 SOUTH MAIN,Floydada,Floyd,Texas,79235,A. E. BAKER,4,0,181,0,538,1063,0,0,0,0,0,0,0,0,0,0,0,4,0,2,90,0,0,0,0,0,8,0,0,0,330712481794,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7262,5326580,LAMAR CONSOLIDATED INDEP. SCHOOL,,Rosenberg,Fort Bend,Texas,77471,"J. C. ROGERS, JR.",10,0,1287,0,2691,3188,0,0,0,0,0,0,0,0,0,0,0,34,0,5,289,0,0,4,0,0,23,0,0,0,339302416384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7263,5332310,NEEDVILLE INDEPENDENT SCHOOL DIS,RT. 2 BOX 125,Needville,Fort Bend,Texas,7746,LOUIS E. LUDWIG,3,0,235,0,137,896,0,0,0,0,0,0,0,0,0,0,0,1,0,1,60,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7264,5319650,FORT BEND IN,500 DULLES AVENUE,Stafford,Fort Bend,Texas,77477,EDWARD MERCER,6,0,719,1,1402,2247,0,0,0,0,0,0,0,0,0,0,0,24,0,4,222,0,0,1,0,0,13,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7265,5331770,MOUNT VERNON INDEPENDENT SCHOOL,HIGHWAY 37 SOUTH,Mount Vernon,Franklin,Texas,7545,W. M. STRIBLING,3,2,123,2,1,677,0,0,0,0,0,0,0,0,0,0,0,2,0,0,42,0,0,0,0,0,4,0,0,0,343597383682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7266,5318940,FAIRFIELD INDEPENDENT SCHOOL DIS,PO BOX 758,Fairfield,Freestone,Texas,75840,THOMAS W CAMERON,0,0,376,1,9,512,0,0,0,0,0,0,0,0,0,0,0,13,0,0,34,0,0,2,0,0,0,0,0,0,347892350980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7267,5342300,TEAGUE INDEPENDENT SCHOOL DISTRI,712 MAIN STREET,Teague,Freestone,Texas,7586,"W. C. VINCENT, JR.",0,0,317,0,12,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7268,5334470,PEARSALL INDEPENDENT SCHOOL DIST,522 EAST FLORIDA,Pearsall,Frio,Texas,78061,"WAYNE T. WISE, SUPER",5,0,11,0,1441,510,0,0,0,0,0,0,0,0,0,0,0,0,0,8,84,0,0,0,0,0,7,0,0,0,7.92281625142643E+028,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7269,5339600,SEAGRAVES INDEPENDENT SCHOOL DIS,BOX 577,Seagraves,Gaines,Texas,79359,GERALD W. SHELLEY,3,0,66,0,260,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7270,5339750,SEMINOLE COMMON CONSOLIDATED,510 SW AVENUE C.,Seminole,Gaines,Texas,79360,JAMES E. BRAMLETT,5,2,60,8,542,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,5,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7271,5314280,CLEAR CREEK INDEPENDENT SCHOOL D,2301 EAST MAIN STREET,LEAGUE CITY,Galveston,Texas,77573,DR. LLOYD R. FERGUSO,11,136,33,24,252,9452,0,0,0,0,0,0,0,0,0,0,1,0,0,5,499,0,0,0,0,0,14,0,0,0,360777252865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7272,5317070,DICKINSON INDEPENDENT SCHOOL DIS,4512 HIGHWAY 3,Dickinson,Galveston,Texas,77539,A. J. LABAY,5,12,705,5,202,2893,0,0,0,0,0,0,0,0,0,0,0,33,0,0,162,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7273,5323310,HITCHCOCK ISD,7801 NEVILLE AVENUE,Hitchcock,Galveston,Texas,77563,H. DOYLE LITTLE,0,2,625,1,224,1048,0,0,0,0,0,0,0,0,0,0,0,27,0,1,60,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7274,5320280,GALVESTON INDEPENDENT SCHOOL DIS,3904 AVENUE T PO BOX 660,Galveston,Galveston,Texas,77550,"DR. MORGAN E. EVANS,",22,5,5027,21,2482,5495,0,0,0,0,0,0,0,0,0,0,0,203,0,9,377,0,0,3,0,1,6,0,0,0,1.84467440737096E+019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7275,5326160,LA MARQUE IN,LAUREL AND DELMAR,La Marque,Galveston,Texas,77568,R. EUGENE TENNEY,11,2,2544,8,221,4244,0,0,0,0,0,0,0,0,0,0,0,92,0,1,250,0,1,11,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7276,5339270,SANTA FE ISD,P. O. BOX 370,ALTA LOMA,Galveston,Texas,77510,ROY J. WOLLAM,3,4,8,3,120,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,1,6,0,0,0,7.92281625142643E+028,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7277,5342510,TEXAS CITY INDEPENDENT SCHOOL DI,1401 NINTH AVENUE NORTH P. O. BO,TEXAS CITY,Galveston,Texas,7759,DR. J. D. ENGMAN,9,6,662,0,675,5966,0,0,0,0,0,0,0,0,0,0,1,14,0,5,364,0,0,0,0,0,13,0,0,0,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7278,5335460,POST INDEPENDENT SCHOOL DISTRICT,200 W. 6TH,Post,Garza,Texas,79356,W. F. SHIVER,4,0,77,1,286,904,0,0,0,0,0,0,0,0,0,0,0,0,0,2,57,0,0,0,0,0,6,0,0,0,7.92281625142643E+028,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7279,5319810,FREDERICKSBURG INDEPENDENT SCHOO,P. O. BOX 673,Fredericksburg,Gillespie,Texas,78624,HANS E. BERGNER,3,0,8,0,172,1424,0,0,0,0,0,0,0,0,0,0,1,0,0,0,79,0,0,0,0,0,1,0,0,0,369367187459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7280,5320790,GLASSCOCK COUNTY INDEPENDENT SCH,BOX 8,GARDEN CITY,Glasscock,Texas,79739,ROY THRUSTON,2,0,0,0,61,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,7.13053462628379E+029,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7281,5321060,GONZALES INDEPENDENT SCHOOL DIST,P. O. BOX 157,Gonzales,Gonzales,Texas,7862,"FRED A. HAVEL, JR.",6,0,463,0,639,1299,0,0,0,0,0,0,0,0,0,0,0,8,0,0,116,0,0,0,0,0,2,0,0,0,382252089344,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7282,5332760,NIXON IND SCHOOL DISTRICT,,Nixon,Gonzales,Texas,78140,JAMES E. TALLEY,3,0,48,0,423,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,5,0,0,0,2.37684487542793E+029,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7283,5334170,PAMPA INDEPENDENT SCHOOL DISTRIC,126 WEST FRANCIS STREET,Pampa,Gray,Texas,79065,DR. JAMES F. MALONE,10,1,242,0,93,5406,0,0,0,0,0,0,0,0,0,0,0,7,0,0,295,0,0,1,0,0,2,0,0,0,386547056646,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7284,5309780,BELLS IN,BOX 7,Bells,Grayson,Texas,75414,O. V. BARKER,2,0,5,0,3,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7.13053462628379E+029,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7285,5316710,DENISON INDEPENDENT SCHOOL DISTR,800 S. MIRICK,Denison,Grayson,Texas,75020,H. W. GOODGION,13,0,693,0,0,5604,0,0,0,0,0,0,0,0,0,0,0,20,0,0,275,0,0,0,0,0,3,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7286,5340080,SHERMAN ISD,100 NORTH SAM RAYBURN FREEWAY,Sherman,Grayson,Texas,7509,DR. G. WENDELL HUBBA,12,0,845,0,0,6197,0,0,0,0,0,0,0,0,0,0,0,31,0,0,311,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7287,5345670,WHITEWRIGHT INDEPENDENT SCHOOL D,BOX 518,Whitewright,Grayson,Texas,75491,S. T. MONTGOMERY,2,0,79,0,1,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,7.13053462628379E+029,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7288,5320760,GLADEWATER COUNTY LINE SCHOOL DI,700 W. MELBA,Gladewater,Gregg,Texas,75647,ROY V. JOHNSON,5,0,532,0,0,1458,0,0,0,0,0,0,0,0,0,0,0,22,0,0,96,0,0,0,0,0,3,0,0,0,395136991235,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7289,5325620,KILGORE INDEPENDENT SCHOOL DISTR,"P. O. BOX 1541, NORTH LONGVIEW S",Kilgore,Gregg,Texas,75662,BILL BRANTLEY,8,0,895,0,0,2598,0,0,0,0,0,0,0,0,0,0,0,42,0,0,143,0,0,3,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7290,5328110,LONGVIEW INDEPENDENT SCHOOL DIST,515 NORTH COURT STREET,Longview,Gregg,Texas,75601,"CHARLES F. MATHEWS,",21,0,3141,0,0,6660,0,0,0,0,0,0,0,0,0,0,0,141,0,0,346,0,0,12,0,0,29,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7291,5334980,PINE TREE INDEPENDENT SCHOOL DIS,BOX 5878,Longview,Gregg,Texas,,MART HITT - SUPERINT,4,0,135,0,0,2880,0,0,0,0,0,0,0,0,0,0,0,1,0,1,141,0,0,2,0,0,0,0,0,0,7.92281625142643E+028,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7292,5345480,WHITE OAK I S D,8,White Oak,Gregg,Texas,75693,E. B. CARRINGTON,2,0,80,0,0,668,0,0,0,0,0,0,0,0,0,0,0,2,0,0,42,0,0,0,0,0,0,0,0,0,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7293,5332190,NAVASOTA INDEPENDENT SCHOOL DIST,"BROSIG STREET, BOX 511",Navasota,Grimes,Texas,77868,JOHN C. WEBB,4,1,1072,0,222,1061,0,0,0,0,0,0,0,0,0,0,0,34,0,1,78,0,0,0,0,0,5,0,0,0,399431958534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7294,5339480,SCHERTZ-CIBOLO-UNIVERSAL CITY IN,BOX 460,Schertz,Bexar,Texas,78154,WILLIAM MALISH,6,2,60,18,472,2671,0,0,0,0,0,0,0,0,0,0,0,0,0,3,136,0,0,0,0,0,0,0,0,0,7.92281625142643E+028,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7295,5339690,SEGUIN INDEPENDENT SCHOOL DISTRI,1227 E. CEDAR STREET,Seguin,Guadalupe,Texas,5,JIM L. BARNES,9,0,653,0,1799,2387,0,0,0,0,0,0,0,0,0,0,0,26,0,5,209,0,0,0,0,0,0,0,0,0,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7296,5307410,ABERNATHY INDEPENDENT SCHOOL DIS,,Abernathy,Hale,Texas,79311,DR DELWIN WEBB,3,2,100,0,366,661,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0,0,0,0,1,0,0,0,0,408021893121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7297,5315360,COTTON CENTER INDEPENDENT SCHOOL,BOX 51,COTTON CENTER,Hale,Texas,7902,J. R. NIXON,2,0,14,0,140,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7.13053462628379E+029,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7298,5334680,PETERSBURG INDEPENDENT SCHOOLS,1411 WEST 4TH STREET,Petersburg,Hale,Texas,79250,CHARLIE WHITE,3,0,93,0,335,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7299,5335070,PLAINVIEW INDEPENDENT SCHOOL DIS,912 PORTLAND STREET,Plainview,Hale,Texas,79072,DR. GLENN HARRISON,12,3,523,1,1803,4238,0,0,0,0,0,0,0,0,0,0,0,15,0,3,283,0,0,2,0,0,24,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7300,5322230,HAMILTON INDEPENDENT SCHOOL DIST,,Hamilton,Hamilton,Texas,76531,TROY NORRIS,2,0,0,0,22,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7301,5341010,SPEARMAN,403 EAST 11TH AVENUE,Spearman,Hansford,Texas,7908,JAMES A. CUNNINGHAM,3,0,0,0,89,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,10,0,0,0,420906795013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7302,5336180,QUANAH INDEPENDENT SCHOOL DISTRI,SOUTH MAIN ST.,Quanah,Hardeman,Texas,79252,LESLIE M. BORING,4,0,171,0,91,878,0,0,0,0,0,0,0,0,0,0,0,2,0,0,53,0,0,0,0,0,2,0,0,0,425201762306,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7303,5325920,KOUNTZE INDEPENDENT SCHOOL DISTR,P. O. BOX 460,Kountze,Hardin,Texas,77625,L. W. HAGHES,0,0,316,0,9,825,0,0,0,0,0,0,0,0,0,0,0,5,0,0,55,0,0,1,0,0,1,0,0,0,429496729604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7304,5313530,LUMBERTON INDEPENDENT SCHOOL DIS,"ROUTE 2, BOX 783",Silsbee,Hardin,Texas,77656,NELSON F. EICHMAN,3,0,0,0,0,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7305,5340230,SILSBEE INDEPENDENT SCHOOL DISTR,215 WEST AVENUE,Silsbee,Hardin,Texas,,DON L. HOUGH,6,0,767,0,24,2876,0,0,0,0,0,0,0,0,0,0,1,24,0,0,140,0,0,2,0,0,9,0,0,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7306,5322410,HARDIN-JEFFERSON IND SCHOOL DIST,BOX 490,Sour Lake,Hardin,Texas,9,J. R. CURLEE,5,0,508,0,5,1319,0,0,0,0,0,0,0,0,0,0,0,14,0,0,74,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7307,5323640,HOUSTON INDEPENDENT SCHOOL DISTR,1300 CAPITOL AVENUE,Houston,Harris,Texas,77002,GLENN F. FLETCHER,225,216,81966,1037,31780,131099,0,0,0,0,0,0,0,0,0,0,10,3097,23,123,6653,0,0,188,3,22,352,0,0,0,433791696897,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7308,5307710,ALDINE INDEPENDENT SCHOOL DISTRI,14910 ALDINE WESTFIELD ROAD,Houston,Harris,Texas,77039,W. W. THORNE,23,19,4269,75,1615,14366,0,0,0,0,0,0,0,0,0,0,1,184,1,13,652,0,0,2,0,1,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7309,5313590,CHANNELVIEW INDEPENDENT SCHOOL D,828 SHELDON ROAD,Channelview,Harris,Texas,77530,"T. C. CRENSHAW, SUPE",4,1,0,4,42,3289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,7,0,0,0,7.92281625142643E+028,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7310,5316110,CYPRESS-FAIRBANKS IND. SCHOOL DI,"14103 REO, P. O. BOX 40040",Houston,Harris,Texas,7704,DR. JOE HARPER,10,0,1007,6,185,4587,0,0,0,0,0,0,0,0,0,0,0,61,0,0,242,0,0,0,0,0,4,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7311,5316530,DEER PARK INDEPENDENT SCHOOL DIS,203 IVY STREET,Deer Park,Harris,Texas,77536,CLYDE ABSHIER,7,5,0,1,100,6246,0,0,0,0,0,0,0,0,0,0,0,0,0,3,322,0,0,0,0,0,7,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7312,5333060,NORTHEAST HOUSTON IND. SCH. DIST,10721 EAST HOUSTON ROAD,Houston,Harris,Texas,77028,L. B. LOHN,14,8,5549,23,480,8496,0,0,0,0,0,0,0,0,0,0,0,191,0,5,381,0,0,3,0,0,10,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7313,5320250,GALENA PARK INDEPENDENT SCHOOL D,PO BOX 565,Galena Park,Harris,Texas,77547,MR. W. C. CUNNINGHAM,16,4,1174,32,331,10146,0,0,0,0,0,0,0,0,0,0,0,76,0,3,502,0,0,1,0,0,11,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7314,5321150,GOOSE CREEK,OX 30,Baytown,Harris,Texas,77520,GEORGE H. GENTRY,19,0,1329,1,866,10815,0,0,0,0,0,0,0,0,0,0,0,59,0,2,561,0,0,0,0,0,13,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7315,5325170,KATY INDEPENDENT SCHOOL DISTRICT,6401 HIGHWAY BOULEVARD,Katy,Waller,Texas,7745,"JAMES E. TAYLOR, SUP",5,1,197,0,50,1234,0,0,0,0,0,0,0,0,0,0,0,9,0,0,73,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7316,5325740,KLEIN INDEPENDENT SCHOOL DISTRIC,"16715 STUBNER AIRLINE, ROUTE 1,",Spring,Harris,Texas,77373,RANDELL SIMPSON,0,0,440,4,28,1294,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,1,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7317,5326190,LA PORTE INDEPENDENT SCHOOL DIST,,La Porte,Harris,Texas,77571,RALPH B. PEARCE,7,1,325,2,123,3474,0,0,0,0,0,0,0,0,0,0,0,6,0,0,216,0,0,0,0,0,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7318,5334320,PASADENA,3010 BAYSHORE DRIVE,Pasadena,Harris,Texas,77503,GEORGE A. THOMPSON,34,27,13,58,2005,31653,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1461,0,0,0,0,0,52,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7319,5339990,SHELDON IND. SCHOOL DIST.,8540 C. E. KING PARKWAY,Houston,Harris,Texas,77044,LLOYD T. DICKENS,4,0,0,0,43,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,10,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7320,5341100,SPRING BRANCH INDEPENDENT SCHOOL,955 CAMPBELL ROAD,Houston,Harris,Texas,7702,DR. H. M. LANDRUM,30,3,15,49,332,35305,0,0,0,0,0,0,0,0,0,0,2,0,0,15,1479,0,0,0,0,6,87,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7321,5342960,TOMBALL INDEPENDENT SCHOOL DISTR,P. O. BOX 160,Tomball,Harris,Texas,77375,J. MARCUS MASON,4,0,204,0,2,1176,0,0,0,0,0,0,0,0,0,0,0,6,0,0,58,0,0,1,0,0,6,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7322,5318480,ELYSIAN FIELDS INDEPENDENT SCHOO,,ELYSIAN FIELDS,Harris,Texas,75642,GUY W. MIXON,2,0,350,0,0,251,0,0,0,0,0,0,0,0,0,0,0,19,0,0,17,0,0,0,0,0,1,0,0,0,438086664193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7323,5322170,HALLSVILLE INDEPENDENT SCHOOL DI,BOX 247,Hallsville,Harrison,Texas,75650,B. H. HUDSPETH,4,0,335,0,2,1149,0,0,0,0,0,0,0,0,0,0,0,14,0,0,54,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7324,5322500,HARLETON INDEPENDENT SCHOOL DIST,P. O. BOX 7,HARLETON,Harrison,Texas,1,RAY F. NEWMAN,3,0,138,0,0,283,0,0,0,0,0,0,0,0,0,0,0,6,0,0,20,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7325,5329160,MARSHALL,PO BOX 879,Marshall,Harrison,Texas,75670,PAUL W. MANNING,15,0,3186,11,17,4185,0,0,0,0,0,0,0,0,0,0,0,152,0,0,201,0,0,6,0,0,12,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
