key,OE School System Code,System Name,System Street Address,System City,System County,System State,System Zip Code,Chief Administrative Officer,Number of School Campus Forms,System Pupils: American Indian,System Pupils: Black,System Pupils: Asian American,System Pupils: Spanish Surname,System Pupils: Other,System Pupils: Total,Resident Pupils in another System,Resident Pupils in nonpublic schools,Resident School Age not in School,System Teachers: American Indian,System Teachers: Black,System Teachers: Asian,System Teachers: Spanish Surname,System Teachers: Other,System Teachers: Total,Professional Staff: American Indian,Professional Staff: Black,Professional Staff: Asian,Professional Staff: Spanish Surname,Professional Staff: Other,Professional Staff: Total,Professionals in more than one school: American Indian,Professionals in more than one school: Black,Professionals in more than one school: Asian,Professionals in more than one school: Spanish Surname,Professionals in more than one school: Other,Professionals in more than one school: Total,Year,State Code,SRG Code,Assurance,Litigation Code,Sampling Weight ,School Age not in School: American Indian,School Age not in School: Black,School Age not in School: Asian American,School Age not in School: Spanish Surname,School Age not in School: Other,Non-Resident Pupils: American Indian,Non-Resident Pupils: Black,Non-Resident Pupils: Asian American,Non-Resident Pupils: Spanish Surname,Non-Resident Pupils: Other,Resident Pupils: American Indian,Resident Pupils: Black,Resident Pupils: Asian American,Resident Pupils: Spanish Surname,Resident Pupils: Other,1970 OE code,
5122,4220790,NEWFIELD,247 MAIN ST,NEWFIELD,Tompkins,New York,14867,DONALD W HICKMAN,2,2,8,0,0,836,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5123,4216290,KINGSTON,67 WALL ST,Kingston,Ulster,New York,12401,W W HOOVER,19,8,583,25,62,10248,0,0,0,0,0,0,0,0,0,0,1,15,0,1,585,0,0,3,0,0,70,0,0,0,240518168578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5124,4214400,HIGHLAND,MAIN STREET,Highland,Ulster,New York,12528,DONALD C BAINES,2,0,114,0,38,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5125,4224960,RONDOUT VALLEY,,Accord,Ulster,New York,12404,TED T GRENDA,6,0,99,8,27,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5126,4218570,MARLBOROUGH,,Marlboro,Ulster,New York,12542,PAUL GEORGINI,5,3,153,0,17,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,3,104,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5127,4220460,NEW PALTZ,196 MAIN ST,NEW PALTZ,Ulster,New York,12561,FREDERIC C DIPPEL,0,1,61,2,16,1590,0,0,0,0,0,0,0,0,0,0,1,3,0,1,98,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5128,4221840,ONTEORA,,BOICEVILLE,Ulster,New York,12412,HAROLD R SNYDER,0,0,39,4,18,2877,0,0,0,0,0,0,0,0,0,0,0,2,1,0,158,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5129,4225800,SAUGERTIES,HILL ST,SAUGERTIES,Ulster,New York,12477,DEXTER O ARNOLD,7,9,35,10,8,4078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,24,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5130,4229790,WALLKILL,,WALLKILL,Ulster,New York,12589,ROBERT J ROBINSON,5,3,55,0,246,1874,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5131,4210500,ELLENVILLE,MAPLE AVE,Ellenville,Ulster,New York,12428,THOMAS J HAYDEN,2,0,231,3,95,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5132,4205010,BOLTON,HORICON AVE,Bolton Landing,Warren,New York,12814,HUGH LITTEER,1,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,244813135873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5133,4212240,GLENS FALLS,15 QUADE ST,Glens Falls,Warren,New York,12801,WILLIAM L BITNER,7,1,40,7,4,3748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5134,4215870,JOHNSBURG,,North Creek,Warren,New York,12853,G T WALTON,1,0,1,1,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5135,4216470,LAKE GEORGE,425 CANADA ST,LAKE GEORGE,Warren,New York,12845,JOHN M SHEVROVICH,2,0,3,0,5,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5136,4213110,HADLEY LUZERNE,LAKE AVE,LUZERNE,Warren,New York,6,STUART M TOWNSEND,0,0,1,0,0,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5137,4224030,QUEENSBURY,99 AVIATION RD,Glens Falls,Warren,New York,12801,WILLIAM H BARTON,3,0,3,2,3,2764,0,0,0,0,0,0,0,0,0,0,0,0,0,1,134,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5138,4229910,WARRENSBURG,JAMES ST,WARRENSBURG,Warren,New York,12885,CALVIN J GENEREUX,2,0,0,0,0,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5139,4203210,ARGYLE,,ARGYLE,Washington,New York,12809,DOUGLAS S LAMOS,1,0,0,0,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,249108103169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5140,4211280,FORT ANN,CATHERINE ST,FORT ANN,Washington,New York,12827,EDWARD F GROSENBECK,0,0,0,1,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5141,4211310,EDWARD,220 BROADWAY,EDWARD,Washington,New York,8,RICHARD P SCHMIDLE,0,0,0,0,0,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5142,4212450,GRANVILLE,QUAKER ST,GRANVILLE,Washington,New York,12832,ROBERT R WARD,3,0,0,0,0,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,1,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5143,4212900,GREENWICH,,GREENWICH,Washington,New York,4,E F SNYDER,2,0,0,0,0,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5144,4213830,HARTFORD,,HARTFORD,Washington,New York,8,GEORGE C SNYDER,1,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5145,4214970,HUDSON FALLS,92 MAIN ST,Hudson Falls,Washington,New York,9,J B LABOURR,6,1,9,0,0,3756,0,0,0,0,0,0,0,0,0,0,0,0,1,1,169,0,0,0,0,0,22,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5146,4225470,SALEM,,Salem,Burke,North Carolina,12865,GILBERT H FLINT,1,0,0,0,7,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5147,4206210,CAMBRIDGE,,CAMBRIDGE,Burke,North Carolina,12816,GEORGE W BROWN,2,2,2,1,2,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5148,4231290,WHITEHALL,BUCKLEY RD,WHITEHALL,Burke,North Carolina,12887,BERNARD ONEIL,0,0,0,0,0,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5149,4220640,NEWARK,625 PEIRSON AVE,Newark,Wayne,New York,14513,W DONALD HESS,6,2,31,1,38,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,13,0,0,0,253403070465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5150,4207860,CLYDE,215 GLASGOW ST,Clyde,Wayne,New York,1443,DOUGLAS H ESTES,3,21,65,0,4,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5151,4218030,LYONS,CLYDE RD,LYONS,Wayne,New York,14489,E W CRANE,2,0,78,0,23,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5152,4218540,MARION,10 52 WARNER RD,Marion,McDowell,North Carolina,14505,CHESTER W CURTIS,0,1,47,0,2,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5153,4230330,WAYNE,MACEDON RD,ONTARIO CENTER,McDowell,North Carolina,14520,E TEPPER,5,0,100,0,0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5154,4222380,PALMYRA,151 HYDE PARKWAY,PALMYRA,McDowell,North Carolina,2,CARROLL G HUTT,3,2,0,0,1,2888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5155,4227120,SODUS,2 E MAIN ST,SODUS,McDowell,North Carolina,14551,WILLIAM A STIRLING,0,5,515,0,4,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,13,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5156,4231440,WILLIAMSON,MILLER ST,WILLIAMSON,McDowell,North Carolina,14589,JOHN W GLEASON,2,0,342,0,0,1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5157,4216980,NORTH ROSE WOLCOTT,LEAVENWORTH BLDG,WOLCOTT,McDowell,North Carolina,14590,ROBERT D HELMER,4,0,341,2,8,2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5158,4224210,RED CREEK,,Red Creek,Wayne,New York,13143,RALPH D DEMAS,3,0,69,0,0,1254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,69,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5159,4216080,KATONAH LEWISBORO,,Katonah,Westchester,New York,10536,CHARLES T HELMES,6,0,61,8,4,3067,0,0,0,0,0,0,0,0,0,0,0,6,1,1,205,0,0,0,0,0,0,0,0,0,257698037761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5160,4219950,MOUNT KISCO,BOX 180,MT KISCO,Westchester,New York,10549,ANTHONY C SABELLA,0,0,224,5,44,3997,0,0,0,0,0,0,0,0,0,0,0,4,0,0,261,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5161,4208580,CROTON HARMON,OLD POST RD S,CROTON,Westchester,New York,10520,CHARLES V SANSONE,3,1,20,9,5,1791,0,0,0,0,0,0,0,0,0,0,0,1,0,0,116,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5162,4214190,HENDRICK HUDSON,,Montrose,Westchester,New York,10548,THOMAS J JENKINS,4,0,49,17,12,2771,0,0,0,0,0,0,0,0,0,0,0,2,2,0,150,0,0,1,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5163,4210080,EASTCHESTER,580 WHITE PLAINS RD,EASTCHESTER,Westchester,New York,10707,FRANCIS G DRISCOLL,6,0,0,10,3,3321,0,0,0,0,0,0,0,0,0,0,1,4,1,0,189,0,1,0,0,0,27,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5164,4229040,TUCKAHOE,69 CRAWFORD ST,EASTCHESTER,Westchester,New York,,JOHN A WHITEHEAD,2,0,265,4,13,818,0,0,0,0,0,0,0,0,0,0,0,3,0,1,63,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5165,4205640,BRONXVILLE,PONDFIELD ROAD,Bronxville,Westchester,New York,8,LOUIS H BRAUN,0,0,1,2,0,1387,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5166,4228650,TARRYTOWN,200 N BROADWAY,N TARRYTOWN,Westchester,New York,10593,LEO M DENAULT JR,6,0,268,18,250,2538,0,0,0,0,0,0,0,0,0,0,0,2,0,2,181,0,0,2,1,0,14,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5167,4209120,DOBBS FERRY,BROADWAY,Dobbs Ferry,Westchester,New York,10522,ROBERT A ANDREOTTI,3,0,27,15,4,1617,0,0,0,0,0,0,0,0,0,0,0,5,0,0,112,0,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5168,4213950,HASTINGS ON HUDSON,BURKE ESTATE,HASTINGS,Westchester,New York,10706,ANTHONY A CAMPO,0,0,52,17,5,2049,0,0,0,0,0,0,0,0,0,0,0,3,0,1,126,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5169,4203180,ARDSLEY,500 FARM ROAD,Ardsley,Westchester,New York,10502,BURT P JOHNSON,4,0,42,9,4,2649,0,0,0,0,0,0,0,0,0,0,0,0,0,2,162,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5170,4210200,EDGEMONT,,Scarsdale,Westchester,New York,10583,ALDEN A LARS,3,0,2,18,0,1707,0,0,0,0,0,0,0,0,0,0,0,0,1,0,114,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5171,4210650,ELMSFORD,S GOODWIN AVE,Elmsford,Westchester,New York,1052,WALTER E SIPPEL,0,0,426,10,15,1089,0,0,0,0,0,0,0,0,0,0,0,3,0,0,83,0,0,1,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5172,4220160,MT PLEASANT,COLUMBUS AVE,Thornwood,Westchester,New York,10594,WILLIAM A ZIMMERMAN,4,0,20,2,13,2674,0,0,0,0,0,0,0,0,0,0,0,1,0,0,147,0,0,0,0,0,12,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5173,4223340,POCANTICO HILLS,BEDFORD RD,N TARRYTOWN,Westchester,New York,1,HAROLD L AKLEY,1,0,15,0,5,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5174,4229400,VALHALLA,300 COLUMBUS AVE,Valhalla,Westchester,New York,5,DON J MARQUETTE,4,0,241,11,8,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,0,0,0,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5175,4223310,PLEASANTVILLE,325 MANVILLE RD,Pleasantville,Westchester,New York,10570,HENRY VERSNICK,0,0,6,2,0,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5176,4220100,MOUNT VERNON,165 NO COLOMBUS AVE,Mount Vernon,Westchester,New York,1055,ALFRED M FRANKO,17,4,6336,49,173,5770,0,0,0,0,0,0,0,0,0,0,0,104,0,4,586,0,0,6,0,0,26,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5177,4206990,CHAPPAQUA,650 KING ST,Chappaqua,Westchester,New York,10514,CHARLES T COWAN,4,0,2,9,6,3566,0,0,0,0,0,0,0,0,0,0,0,2,1,0,231,0,0,0,0,0,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5178,4220490,NEW ROCHELLE,515 NORTH AVENUE,New Rochelle,Westchester,New York,10801,GEORGE C CLARK,13,0,2569,97,85,9580,0,0,0,0,0,0,0,0,0,0,0,45,2,0,602,0,0,6,0,0,53,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5179,4205340,BRIARCLIFF MANOR,,BRIARCLIF MNR,Westchester,New York,10510,,2,0,4,5,0,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5180,4222650,PEEKSKILL,1867 CROMPOND RD,Peekskill,Westchester,New York,10566,HILAN B GEDNEY,7,0,967,4,153,2216,0,0,0,0,0,0,0,0,0,0,0,8,0,0,161,0,0,1,0,0,34,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5181,4222680,PELHAM,17 FRANKLIN PL,PELHAM,Westchester,New York,10803,RADCLIFFE MORRILL,5,3,86,6,17,2917,0,0,0,0,0,0,0,0,0,0,0,3,2,0,175,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5182,4225260,RYE,324 MIDLAND AVE,RYE,Westchester,New York,10580,ROBERT J LANE,0,0,79,7,27,2853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5183,4225290,NECK,734 E BOSTON POST RD,MAMARONECK,Westchester,New York,10543,JOSEPH CAROL,3,0,61,10,11,1765,0,0,0,0,0,0,0,0,0,0,0,5,0,0,107,0,0,0,0,0,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5184,4223460,PORT CHESTER,BOX 246,Port Chester,Westchester,New York,1057,FREDERICK R KOWALSKI,9,2,1101,16,246,3603,0,0,0,0,0,0,0,0,0,0,0,8,0,1,267,0,0,6,0,1,32,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5185,4224630,RIDGE ST,N RIDGE ST,Port Chester,Westchester,New York,,HARLEY S DINGMAN,1,0,4,10,3,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5186,4227180,SOMERS,,SOMERS,Westchester,New York,10589,GEORGE E PORT,3,0,13,2,13,1911,0,0,0,0,0,0,0,0,0,0,0,1,0,0,118,0,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5187,4231920,YONKERS,138 S BROADWAY,Yonkers,Westchester,New York,10701,PAUL M MITCHELL,40,0,3698,174,1323,25599,0,0,0,0,0,0,0,0,0,0,0,89,4,5,1436,0,0,10,0,0,39,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5188,4215450,IRVINGTON,101 MAIN ST,Irvington,Westchester,New York,10533,PHILIP E SANBORN,3,0,20,11,14,1627,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5189,4212720,GREENBURGH,475 W HARTSDALE AVE,Hartsdale,Westchester,New York,0,GEORGE E FITCH,9,0,1359,21,21,2773,0,0,0,0,0,0,0,0,0,0,0,46,0,1,230,0,0,1,0,1,19,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5190,4213740,HARRISON,UNION & NELSON AVES,Harrison,Westchester,New York,10528,LOUIS M KLEIN,4,0,2,1,6,2513,0,0,0,0,0,0,0,0,0,0,0,3,0,0,151,0,0,0,0,0,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5191,4226910,SILVER LAKE,TEYLOR AVE,EAST WHITE PLAIN,Westchester,New York,10604,GEORGE L SWA,2,0,5,0,1,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,6,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5192,4218240,MAMARONECK,WEST BOSTON POST RD,MAMARONECK,Westchester,New York,10543,OTTY R NORWOOD,6,1,248,33,53,5937,0,0,0,0,0,0,0,0,0,0,0,8,1,3,378,0,0,0,0,0,18,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5193,4214070,HAWTHORNE KNOLLS,226 LINDA AVE,Hawthorne,Westchester,New York,10532,HARRY D KROHN,1,0,30,2,8,284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5194,4206060,BYRAM HILLS,172 KING ST,Armonk,Westchester,New York,10504,R BRUCE MCGILL,6,0,12,4,3,2196,0,0,0,0,0,0,0,0,0,0,0,0,2,0,126,0,0,1,0,0,18,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5195,4221180,NORTH SALEM,,N SALEM,Westchester,New York,10560,BRUCE K BOTHWELL,4,0,18,6,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,9,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5196,4222020,OSSINING,89 BROADWAY,OSSINING,Westchester,New York,2,CHARLES M NORTHRUP,7,0,845,7,85,4536,0,0,0,0,0,0,0,0,0,0,0,19,0,0,298,0,0,2,0,1,35,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5197,4225950,SCARSDALE,BREWSTER RD,Scarsdale,Westchester,New York,10583,DONALD G EMERY,0,0,26,25,19,5032,0,0,0,0,0,0,0,0,0,0,0,6,2,0,344,0,0,0,0,0,9,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5198,4231260,WHITE PLAINS,5 HOMESIDE LANE,White Plains,Westchester,New York,10605,CARROLL F JOHNSON,11,0,1637,40,224,7063,0,0,0,0,0,0,0,0,0,0,0,43,0,0,449,0,0,7,0,0,60,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5199,4216620,LAKELAND,,Shrub Oak,Westchester,New York,10588,WALTER PANAS,9,0,130,9,17,7244,0,0,0,0,0,0,0,0,0,0,0,9,0,2,431,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5200,4231980,YORKTOWN HEIGHTS,2723 CROMPOND RD,YORKTOWN HGTS,Westchester,New York,1059,GORDON M ANDERSON,5,1,59,22,43,4865,0,0,0,0,0,0,0,0,0,0,0,0,1,1,276,0,0,0,0,0,7,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5201,4203420,ATTICA,83 MAIN ST,ATTICA,Wyoming,New York,14011,RICHARD M WILLOVER,4,0,0,0,0,2204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,8,0,0,0,261993005057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5202,4217130,LETCHWORTH,SCHOOL RD,GAINESVILLE,Wyoming,New York,14066,CHARLES W LITTLE,2,0,160,5,4,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5203,4231860,WYOMING,,Wyoming,Wyoming,New York,14591,EMIL L PURGA,1,0,0,1,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5204,4222770,PERRY,33 WATKINS AVE,PERRY,Wyoming,New York,14530,SHELDON W EDWARDS,2,0,12,0,1,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5205,4229940,WARSAW,,Warsaw,Duplin,North Carolina,14569,LOYAL D MCNEAL,0,0,0,3,0,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5206,4209390,DUNDEE,,Dundee,Yates,New York,14837,DONALD C WALLACE,0,0,0,0,0,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,266287972353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5207,4222740,PENN  YAN,COURT ST,Penn Yan,Yates,New York,1452,WILLIAM F JOSLYN,6,0,31,1,4,3209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
